score,story,gemeente,woningtype,inkomen,opleiding,gender
4,Ik ben neutraal over dit onderwerp.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
4,Ik ben neutraal over dit onderwerp.,Westerveld,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Westerveld,Koopwoning,Onder modaal,Basisschool,Anders
7,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
4,Ik ben neutraal over dit onderwerp.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Duurzame energie is belangrijk.,Emmen,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Rondom modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Rondom modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Onder modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Onder modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
4,Ik ben neutraal over dit onderwerp.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Basisschool,Man
5,Duurzame energie is belangrijk.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Rondom modaal,Basisschool,Anders
