score,story,gemeente,woningtype,inkomen,opleiding,gender
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Anders
2,"Zonnepanelen ja, maar op daken.",Coevorden,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Assen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Huurwoning,Onder modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Vrouw
2,Niet ten koste van landbouwgrond.,Coevorden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
2,"Zonnepanelen ja, maar op daken.",Assen,Huurwoning,Onder modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
2,Niet ten koste van landbouwgrond.,Assen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
